product_id,product_name,catalogue_line_guess,fermentation_family_guess,format_label,function_label,core_base,protocols_used,botanicals_used,live_status,intended_use,strength_level,shelf_stability,development_status,notes,source_table,source_row
PROD-BR-00064,Abacaxi — Turiaçu — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Premium; Beverage,Abacaxi — Turiaçu,,Abacaxi — Turiaçu,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit or aromatic non-wood parts suggest cordial / syrup | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://www.infoteca.cnptia.embrapa.br/infoteca/bitstream/doc/960339/1/FolderAbacaxisdaEmbrapa2013.pdf | Notes: Maranhão-associated pineapple type with strong identity and fresh-market appeal.,Products,51
PROD-BR-00065,Abacaxi — Turiaçu — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Premium,Abacaxi — Turiaçu,,Abacaxi — Turiaçu,,Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://www.infoteca.cnptia.embrapa.br/infoteca/bitstream/doc/960339/1/FolderAbacaxisdaEmbrapa2013.pdf | Notes: Maranhão-associated pineapple type with strong identity and fresh-market appeal.,Products,52
PROD-BR-00066,Abacaxi — Turiaçu — Fresh Produce,Fresh / Raw,,Fresh Produce,Fresh market,Abacaxi — Turiaçu,,Abacaxi — Turiaçu,,Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://www.infoteca.cnptia.embrapa.br/infoteca/bitstream/doc/960339/1/FolderAbacaxisdaEmbrapa2013.pdf | Notes: Maranhão-associated pineapple type with strong identity and fresh-market appeal.,Products,53
PROD-BR-00067,Abacaxi — Turiaçu — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,General,Abacaxi — Turiaçu,,Abacaxi — Turiaçu,,General,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://www.infoteca.cnptia.embrapa.br/infoteca/bitstream/doc/960339/1/FolderAbacaxisdaEmbrapa2013.pdf | Notes: Maranhão-associated pineapple type with strong identity and fresh-market appeal.,Products,54
PROD-BR-00068,Abacaxi — Turiaçu — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Premium; Beverage,Abacaxi — Turiaçu,,Abacaxi — Turiaçu,,Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://www.infoteca.cnptia.embrapa.br/infoteca/bitstream/doc/960339/1/FolderAbacaxisdaEmbrapa2013.pdf | Notes: Maranhão-associated pineapple type with strong identity and fresh-market appeal.,Products,55
PROD-BR-00069,Abacaxi — Turiaçu — Jam / Preserve,Pantry,,Jam / Preserve,General,Abacaxi — Turiaçu,,Abacaxi — Turiaçu,,General,Inferred,,Concept,Evidence Basis: Fruit use suggests preserve option | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://www.infoteca.cnptia.embrapa.br/infoteca/bitstream/doc/960339/1/FolderAbacaxisdaEmbrapa2013.pdf | Notes: Maranhão-associated pineapple type with strong identity and fresh-market appeal.,Products,56
PROD-BR-00070,Abacaxi — Turiaçu — Juice / Nectar,Beverage,,Juice / Nectar,Beverage,Abacaxi — Turiaçu,,Abacaxi — Turiaçu,,Beverage,Direct,,Concept,Evidence Basis: Juice cue in use | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://www.infoteca.cnptia.embrapa.br/infoteca/bitstream/doc/960339/1/FolderAbacaxisdaEmbrapa2013.pdf | Notes: Maranhão-associated pineapple type with strong identity and fresh-market appeal.,Products,57
PROD-BR-00073,Acerola — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Wellness; Premium; Beverage,Acerola,,Acerola,,Wellness; Premium; Beverage,Direct,,Concept,Evidence Basis: Cordial / syrup cue in use | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Brazil-first screening row; harvest window varies by region.,Products,58
PROD-BR-00074,Acerola — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Premium,Acerola,,Acerola,,Wellness; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Brazil-first screening row; harvest window varies by region.,Products,59
PROD-BR-00075,Acerola — Fresh Produce,Fresh / Raw,,Fresh Produce,Wellness; Premium; Fresh market,Acerola,,Acerola,,Wellness; Premium; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Brazil-first screening row; harvest window varies by region.,Products,60
PROD-BR-00076,Acerola — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Wellness; Premium,Acerola,,Acerola,,Wellness; Premium,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Brazil-first screening row; harvest window varies by region.,Products,61
PROD-BR-00077,Acerola — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Wellness; Premium; Beverage,Acerola,,Acerola,,Wellness; Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Brazil-first screening row; harvest window varies by region.,Products,62
PROD-BR-00078,Acerola — Jam / Preserve,Pantry,,Jam / Preserve,Wellness; Premium,Acerola,,Acerola,,Wellness; Premium,Inferred,,Concept,Evidence Basis: Fruit use suggests preserve option | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Brazil-first screening row; harvest window varies by region.,Products,63
PROD-BR-00079,Acerola — Juice / Nectar,Beverage,,Juice / Nectar,Wellness; Premium; Beverage,Acerola,,Acerola,,Wellness; Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Brazil-first screening row; harvest window varies by region.,Products,64
PROD-BR-00082,Acerola — BRS 235 Apodi — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Wellness; Premium; Beverage,Acerola — BRS 235 Apodi,,Acerola — BRS 235 Apodi,,Wellness; Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit or aromatic non-wood parts suggest cordial / syrup | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Apodi).,Products,65
PROD-BR-00083,Acerola — BRS 235 Apodi — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Premium,Acerola — BRS 235 Apodi,,Acerola — BRS 235 Apodi,,Wellness; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Apodi).,Products,66
PROD-BR-00084,Acerola — BRS 235 Apodi — Fresh Produce,Fresh / Raw,,Fresh Produce,Wellness; Premium; Fresh market,Acerola — BRS 235 Apodi,,Acerola — BRS 235 Apodi,,Wellness; Premium; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Apodi).,Products,67
PROD-BR-00085,Acerola — BRS 235 Apodi — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Wellness; Premium,Acerola — BRS 235 Apodi,,Acerola — BRS 235 Apodi,,Wellness; Premium,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Apodi).,Products,68
PROD-BR-00086,Acerola — BRS 235 Apodi — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Wellness; Premium; Beverage,Acerola — BRS 235 Apodi,,Acerola — BRS 235 Apodi,,Wellness; Premium; Beverage,Direct,,Concept,Evidence Basis: Functional beverage / tonic / nutraceutical cue | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Apodi).,Products,69
PROD-BR-00087,Acerola — BRS 235 Apodi — Jam / Preserve,Pantry,,Jam / Preserve,Wellness; Premium,Acerola — BRS 235 Apodi,,Acerola — BRS 235 Apodi,,Wellness; Premium,Direct,,Concept,Evidence Basis: Processing / dessert-cooking cue | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Apodi).,Products,70
PROD-BR-00088,Acerola — BRS 235 Apodi — Juice / Nectar,Beverage,,Juice / Nectar,Wellness; Premium; Beverage,Acerola — BRS 235 Apodi,,Acerola — BRS 235 Apodi,,Wellness; Premium; Beverage,Direct,,Concept,Evidence Basis: Juice cue in use | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Apodi).,Products,71
PROD-BR-00091,Acerola — BRS 236 Cereja — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Wellness; Premium; Beverage,Acerola — BRS 236 Cereja,,Acerola — BRS 236 Cereja,,Wellness; Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit or aromatic non-wood parts suggest cordial / syrup | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Cereja).,Products,72
PROD-BR-00092,Acerola — BRS 236 Cereja — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Premium,Acerola — BRS 236 Cereja,,Acerola — BRS 236 Cereja,,Wellness; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Cereja).,Products,73
PROD-BR-00093,Acerola — BRS 236 Cereja — Fresh Produce,Fresh / Raw,,Fresh Produce,Wellness; Premium; Fresh market,Acerola — BRS 236 Cereja,,Acerola — BRS 236 Cereja,,Wellness; Premium; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Cereja).,Products,74
PROD-BR-00094,Acerola — BRS 236 Cereja — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Wellness; Premium,Acerola — BRS 236 Cereja,,Acerola — BRS 236 Cereja,,Wellness; Premium,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Cereja).,Products,75
PROD-BR-00095,Acerola — BRS 236 Cereja — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Wellness; Premium; Beverage,Acerola — BRS 236 Cereja,,Acerola — BRS 236 Cereja,,Wellness; Premium; Beverage,Direct,,Concept,Evidence Basis: Functional beverage / tonic / nutraceutical cue | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Cereja).,Products,76
PROD-BR-00096,Acerola — BRS 236 Cereja — Jam / Preserve,Pantry,,Jam / Preserve,Wellness; Premium,Acerola — BRS 236 Cereja,,Acerola — BRS 236 Cereja,,Wellness; Premium,Direct,,Concept,Evidence Basis: Processing / dessert-cooking cue | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Cereja).,Products,77
PROD-BR-00097,Acerola — BRS 236 Cereja — Juice / Nectar,Beverage,,Juice / Nectar,Wellness; Premium; Beverage,Acerola — BRS 236 Cereja,,Acerola — BRS 236 Cereja,,Wellness; Premium; Beverage,Direct,,Concept,Evidence Basis: Juice cue in use | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Cereja).,Products,78
PROD-BR-00100,Acerola — BRS 237 Roxinha — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Wellness; Premium; Beverage,Acerola — BRS 237 Roxinha,,Acerola — BRS 237 Roxinha,,Wellness; Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit or aromatic non-wood parts suggest cordial / syrup | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Roxinha).,Products,79
PROD-BR-00101,Acerola — BRS 237 Roxinha — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Premium,Acerola — BRS 237 Roxinha,,Acerola — BRS 237 Roxinha,,Wellness; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Roxinha).,Products,80
PROD-BR-00102,Acerola — BRS 237 Roxinha — Fresh Produce,Fresh / Raw,,Fresh Produce,Wellness; Premium; Fresh market,Acerola — BRS 237 Roxinha,,Acerola — BRS 237 Roxinha,,Wellness; Premium; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Roxinha).,Products,81
PROD-BR-00103,Acerola — BRS 237 Roxinha — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Wellness; Premium,Acerola — BRS 237 Roxinha,,Acerola — BRS 237 Roxinha,,Wellness; Premium,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Roxinha).,Products,82
PROD-BR-00104,Acerola — BRS 237 Roxinha — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Wellness; Premium; Beverage,Acerola — BRS 237 Roxinha,,Acerola — BRS 237 Roxinha,,Wellness; Premium; Beverage,Direct,,Concept,Evidence Basis: Functional beverage / tonic / nutraceutical cue | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1133267/1/Brazilian-varieties-of-acerola-2021.pdf | Notes: Embrapa acerola cultivar (Roxinha).,Products,83
